	WTRS2	WTHC7	logFC	logCPM	F	PValue	FDR
ENSMUSG00000036545	927.6	590	0.661825737979217	4.28749414792508	62.4510636551419	3.18341571658274e-09	2.68033443498873e-07
ENSMUSG00000004698	2277.8	3051.2	-0.419051466769941	6.11261162767614	61.9000039520178	3.23137899561957e-09	2.69421517571559e-07
ENSMUSG00000034926	2445.2	3121.4	-0.365343723483282	6.137310293846	61.8900115327167	3.23726384484852e-09	2.69421517571559e-07
ENSMUSG00000010554	982.8	784.4	0.329960025149724	4.49337844362061	61.866822988105	3.25096404423322e-09	2.69421517571559e-07
ENSMUSG00000001143	1702.2	1332.4	0.34135844493646	5.26161041282856	61.6724462594869	3.3682467007495e-09	2.77687380344604e-07
ENSMUSG00000033730	43771	26196.2	0.75772821457309	9.75033635406115	66.1275348344328	3.40178597271173e-09	2.78999327264529e-07
ENSMUSG00000027220	11854	10085.4	0.245212313879357	8.13566849022955	61.3913120146624	3.5458617029469e-09	2.89316726267766e-07
ENSMUSG00000047216	650	445.4	0.557350496473254	3.8597161094327	61.3001535776677	3.60556035111687e-09	2.92679050245277e-07
ENSMUSG00000041272	1773.2	2337	-0.397921137886131	5.70314826098792	61.1921172578514	3.67769224031403e-09	2.97011175877198e-07
ENSMUSG00000078532	641.6	817	-0.355083316330595	4.1807953235959	61.1193397096643	3.72714284489464e-09	2.98397062649725e-07
ENSMUSG00000029119	1168.2	1553.6	-0.435044206637372	5.06232086048517	61.1114361328292	3.73255533543784e-09	2.98397062649725e-07
ENSMUSG00000035829	1696.4	2098	-0.311372134784242	5.5814508550822	60.8458881852897	3.91932751915073e-09	3.11753946234357e-07
ENSMUSG00000039252	1886.4	2426.2	-0.36448390029426	5.73673282866883	60.8178892607129	3.93958905178366e-09	3.11798775503418e-07
ENSMUSG00000034613	4451.6	3617.6	0.30792818314847	6.67455957490981	60.7322396394622	4.00226080068185e-09	3.15183015990015e-07
ENSMUSG00000044522	51.4	18.4	1.55272337477213	0.129110205859595	60.6726890688304	4.08160204595721e-09	3.19839993987409e-07
ENSMUSG00000032243	486.6	275.8	0.814676701294234	3.29680597928038	60.6827192307804	4.38671066075397e-09	3.420553844782e-07
ENSMUSG00000034165	708.4	545	0.374475227628847	4.05822904801616	59.7539087641635	4.79788847587658e-09	3.72126607161785e-07
ENSMUSG00000027200	1952	2385	-0.294926845282788	5.72641526041522	59.729924264266	4.81937927021075e-09	3.72126607161785e-07
ENSMUSG00000063889	1348.6	970.6	0.475062514475933	4.8684670231316	59.6156574377048	4.92317344641548e-09	3.78295691666556e-07
