	WTSD5	WTHC5	logFC	logCPM	F	PValue	FDR
19714	1149.56125174532	1214.08643880834	-0.207435110175015	5.03712129494135	18.5104235075814	0.000246817684758674	0.0014757522266497
78506	4299.11783921552	4425.0756722668	-0.156279477556836	6.89394018472447	18.5091300755525	0.000246911798396491	0.0014757522266497
19106	87.4613508052292	106.515174759049	-0.519930557711879	1.42820533704574	18.5081971664569	0.000246979703629834	0.0014757522266497
106957	1574.99761916048	1786.09788297241	-0.207390347574845	5.57918383879404	18.5146168750774	0.000247129042907239	0.00147603437445505
13654	311.505075648768	87.3430040986146	1.8560472826338	2.51905245445391	27.6437440444979	0.000247450976620645	0.0014773467228727
100198	352.04280011821	438.827496393985	-0.329295605848698	3.51175434804677	18.4990208459814	0.000247648719462965	0.00147791684191482
56739	84.3986569036146	131.641346306197	-0.588672376087003	1.62617527936141	18.4903072031405	0.000248285827626614	0.00148035760147316
111173	3091.5578952286	2698.81836861898	0.153369550064693	6.36895120387623	18.4898246965189	0.000248321158709266	0.00148035760147316
50927	928.793942104293	737.272684111827	0.204425637427009	4.52512495247059	18.4892265694365	0.000248364963579107	0.00148035760147316
50496	1120.89798139261	923.774936325545	0.204091681853813	4.84179312369643	18.4846496550816	0.00024870044013442	0.00148174615074316
232187	1655.03295045805	1885.66719771168	-0.165030064105875	5.63125620115514	18.4764701676219	0.000249301204422786	0.00148471347701976
12369	53.0978949906985	85.497086691031	-0.597942458810987	1.07646494914337	18.4624979164358	0.00025033108762218	0.00149023292441968
76568	1155.95717523775	1314.23380271793	-0.192199075279471	5.09187672736495	18.4590942110753	0.000250582672234183	0.00149061845211439
78688	460.168763436662	585.663743068084	-0.251118718507573	3.85352015717708	18.4584248132218	0.00025063218307424	0.00149061845211439
76303	2823.66548457792	3050.18064393942	-0.150026414677481	6.38871191456593	18.45743740609	0.00025070523433583	0.00149061845211439
69181	945.9829366386	820.011061793561	0.238190207066005	4.60681964794539	18.4551798245966	0.000250872343816654	0.00149099870786428
66461	725.292833824108	860.918671086794	-0.229944419261151	4.47223095604194	18.4509762864809	0.00025118381871652	0.00149223629910751
67922	2173.94264199594	2419.93297336363	-0.150916072969046	5.98516181051301	18.4490430894182	0.000251327206441154	0.00149247470907988
30953	629.307508429785	452.532334391918	0.439276799009328	3.905911740947	20.7131544092916	0.000252157896440134	0.00149679270437195
68121	718.54655404725	774.251887999898	-0.260752790237278	4.33536200167298	18.428413666399	0.000252862873189101	0.00150036123525257
56722	262.495999794185	334.850532202016	-0.362378223745374	3.01455012544648	18.4154264753802	0.000253834880258887	0.00150551061110462
238384	1455.67558939002	1263.93913626241	0.196852344684665	5.13350879924965	18.4054270448816	0.000254586041676657	0.00150934645053093
56794	119.60399357459	161.542053222544	-0.401488616239042	2.02194734216266	18.4029262126062	0.000254774282937724	0.00150984316752024
170757	885.021334287178	590.197260864205	0.438437178350422	4.34770422810192	21.636025547393	0.000255032742520689	0.00151075543458772
269109	7503.02415797935	7651.27209772618	-0.120884687578424	7.6794502771555	18.3959426960557	0.00025530074436243	0.00151143848743211
268741	2641.94446853368	2316.92100714867	0.150666442527011	6.12875855795545	18.395194908636	0.000255357187374376	0.00151143848743211
94191	255.812545045491	315.406259423732	-0.316723442578181	2.97102739828846	18.3875372351353	0.000255935970487019	0.0015142441741381
97440	55.9376740462346	88.1604144864103	-0.616698224872605	1.09922548444322	18.3728379635356	0.000257050974412487	0.00152021881512196
19364	680.064985722975	786.332942962912	-0.239025365346405	4.32764092218118	18.3651198353433	0.000257638542489168	0.00152307054934088
20492	625.534392198811	683.73789703666	-0.214627420222818	4.16184844440697	18.357305504743	0.000258234922748071	0.00152597202510246
233056	509.935310166226	423.720208727683	0.236261644850535	3.68189772566153	18.3552221384677	0.000258394176132982	0.00152628909759956
320700	56.296804484872	89.4360302863758	-0.627903442033132	1.19049336831487	18.3528908523194	0.000258572507264487	0.00152649487681899
230654	1417.09413320502	1627.30670713894	-0.164916679010623	5.42148624351134	18.3520059227617	0.000258640234767518	0.00152649487681899
381112	34.0808033452503	50.2722625351431	-0.780853814747788	0.190428875495328	18.3438636453571	0.000259264304872514	0.00152955357658258
28018	2470.90579702145	2137.60953229813	0.150168272082143	6.01117087731274	18.2779539000282	0.000264376704167217	0.00155907828724315
27981	7110.96291726174	7787.86641210404	-0.143218485411234	7.70212848286035	18.2752100759418	0.000264591897344254	0.00155971096419815
59045	1320.80112636161	1172.83955428544	0.213268142295195	5.10209802893386	18.2718611010372	0.000264854809613862	0.00156062430418213
192176	3976.80134520741	4702.12436069958	-0.217326361839806	6.93093197795434	19.6096988060227	0.000265467680948212	0.00156359815013262
56317	1259.24577481011	1448.83763373322	-0.188383247006782	5.22234426795378	18.2524875996184	0.000266381319194693	0.00156789043684596
20842	1685.09157269276	1669.32874599527	-0.188023130220783	5.51384145998324	18.2509529815953	0.000266502645783611	0.00156789043684596
226409	354.282807404835	407.727409495373	-0.269144741051837	3.41190375123761	18.2507101582641	0.000266521848853641	0.00156789043684596
100504040	112.744890928232	157.792365872506	-0.417867342614999	1.91146438946022	18.2407230782845	0.00026731295718854	0.00157190459039998
27399	10032.3866841433	9202.87052655118	0.144734881849619	8.05372861227067	18.2328255092245	0.00026794035715274	0.00157495320141753
625638	1050.75369000579	850.856180523439	0.332676856392821	4.709429793348	20.0303972117346	0.000268418299639559	0.00157712118007731
11983	4248.06682480277	4645.93160988499	-0.159425358937675	6.93937528317278	18.2182127445232	0.000269105454292187	0.00158051614641986
19085	40822.4610954708	43478.9725586569	-0.0966431834579094	10.1955511352737	18.2092845805394	0.000269820020992208	0.00158406928652371
70057	60.6628654791033	93.0596284315889	-0.598792560927911	1.10424441240193	18.2007049800179	0.000270508635208101	0.00158686660800564
330119	766.152877717157	903.194946853852	-0.269767284737513	4.50005592835534	18.3537448809471	0.000270516073206441	0.00158686660800564
269589	67.9094128448582	119.68802185235	-1.25887712651884	1.09499873652954	22.4722082384357	0.000271180194656722	0.00159011705215751
77975	3940.22646967927	3551.1429676412	0.142094954387698	6.70305282186471	18.1833409537712	0.000271908159687087	0.001593739067363
319448	2661.50918088053	2183.4463125039	0.155171339515679	6.04981058725313	18.171965962956	0.000272829241813264	0.00159848960728371
212114	182.554208858408	234.572384665509	-0.360567091532968	2.53491898195332	18.1665588092783	0.000273268271948829	0.0016004131291525
58227	320.285224021857	401.941613835264	-0.32561120578246	3.28902004154515	18.1606757577529	0.000273746815295041	0.00160256641080378
234290	312.991581452781	384.034885700181	-0.283188954579575	3.28703652844687	18.146256825712	0.000274923549415172	0.00160880363694207
66514	4354.91435000841	4619.80704562603	-0.151645648927922	6.98253139541968	18.1095437995813	0.000277944625219218	0.00162517277556051
21969	3624.9104457194	2855.61489572502	0.200003022473259	6.48611583287313	18.6236912426537	0.000277945696774981	0.00162517277556051
14403	2390.51560848221	2822.48613153866	-0.213739929769477	6.15810533856784	18.7864886785702	0.000279308821050467	0.00163248269286836
57443	3018.51740604711	2610.91739793984	0.13546527840705	6.2816344526522	18.0831403883823	0.000280139651310447	0.00163602610144488
71971	672.771686773023	822.333840103283	-0.194053707952833	4.38919491780016	18.0831187761939	0.000280141455726863	0.00163602610144488
17263	214013.726306234	219068.612823941	-0.135973106261463	12.5360765834114	18.0772826948648	0.000280629177097983	0.00163779283600236
66264	683.317830054735	617.32592318511	0.228269786156383	4.17584919791591	18.0767875342002	0.000280670600164512	0.00163779283600236
269642	13823.3207295641	15478.2728493294	-0.142498721304913	8.663390202718	18.0734971593942	0.000280946028125446	0.00163873845461065
240054	242.079318243075	198.293951281769	0.382246840138142	2.6364379901113	18.0662645133737	0.000281552486372988	0.00164161340783992
16865	1190.73873426067	1334.264958424	-0.171860110137506	5.12863121725066	18.0502911574207	0.00028289690539346	0.00164878704457946
103266	1130.50622322666	917.418508446159	0.253738580927731	4.80335919939426	18.2601118707289	0.000283108660976807	0.00164935614097492
22401	4532.53151965411	4057.67410190181	0.121826249253593	6.91392718746163	18.0413284528423	0.000283654320514124	0.00165161003484478
214498	552.767983646954	437.348248210241	0.240960151506609	3.76845688178511	18.0400117158647	0.000283765780279696	0.00165161003484478
241770	881.16303311579	795.004803076305	0.236422070856349	4.54591518571677	18.0391548618322	0.000283838337246052	0.00165161003484478
74256	6366.21031071037	5170.67726321411	0.164618543738561	7.27548588520162	18.038111637224	0.000284278952044567	0.0016535082385723
78928	2335.83866612452	2715.18463651142	-0.140778456591076	6.14654341106975	18.0319883570334	0.000284445975689628	0.00165381421263793
17035	713.403386333003	842.418846439981	-0.295541092057958	4.41773685283813	18.47701456204	0.000286412257293915	0.00166457690668526
13822	3726.52480310991	3981.12970010509	-0.138180470468466	6.75818801832944	17.9953657141908	0.000287573332453107	0.0016706531138574
17350	412.025773751585	504.535875308188	-0.254357149562336	3.66379450379102	17.9916207132739	0.000287895235092298	0.00167185123665089
12183	1881.7062121668	2001.54381294148	-0.15638498715071	5.75897161784894	17.9853368316572	0.000288436248898373	0.00167432029782212
216881	1795.3612880946	2174.44372908809	-0.172184160184648	5.7455116451178	17.9819952758741	0.000288724392062819	0.0016753200975014
214764	1222.41071943943	983.992911824353	0.221270196098208	4.91444806314932	17.9782629647625	0.000289046600374954	0.00167642643574853
16656	4016.88646496103	2844.1243501302	0.509207793696215	6.55935228148666	25.7246526112219	0.000289202088105698	0.00167642643574853
108903	1617.49317783419	1839.35215056946	-0.174411737162532	5.5627823519917	17.9757587286996	0.000289263008908042	0.00167642643574853
93696	284.981608609733	354.153636803084	-0.32273427510793	3.15828995362994	17.972461134383	0.000289548245952264	0.00167740695270301
72662	517.220812942734	551.480975432153	-0.261550639521298	3.88250211493402	17.9533815687397	0.000291204618074106	0.00168632674264548
277360	8046.51637059231	7192.68704824859	0.207942321782821	7.71788763837665	19.5239884387923	0.00029219682842442	0.00169119889883791
56788	79.9944162990769	52.7432152771095	0.579488997617071	0.980982050830897	17.9410576716016	0.000292279981271419	0.00169119889883791
69441	77.5158059213492	114.577313146105	-0.472749458366902	1.42364781887096	17.9267585756982	0.000293533113720282	0.00169777015834852
20893	5889.287253811	4193.23728674154	0.523993662868628	7.06266448188982	25.9780784113979	0.000294284101585815	0.00170143296172855
74450	2158.44396437598	1903.67405465987	0.139647307142193	5.83085506207536	17.9163506289507	0.000294448911650873	0.00170170514554247
15257	5683.29192617185	4651.38428961551	0.139195672915119	7.15750491303954	17.9007584887632	0.000295826688949408	0.00170898439731205
67866	208.076528455232	156.149620886738	0.440012281796833	2.32354270519309	17.8982144039262	0.000296052158109863	0.00170960363296842
66593	1058.76275469168	957.45475151075	0.213923040638495	4.82606372418192	17.8811442068981	0.00029756984551686	0.00171768152839485
100038416	43.1969029704504	66.4864136892995	-0.601916942874741	0.623152518567125	17.8775699858586	0.000297888694871109	0.0017188356070527
18950	358.877937953527	418.722915276195	-0.259594523993005	3.45137541555671	17.8681389773219	0.000298731802389969	0.00172301255855731
216344	1801.72352800741	1524.67549448077	0.174197445054662	5.51811800434338	17.8582086463686	0.0002996223544039	0.00172724004858415
100038577	46.6951080958121	74.3112491925965	-0.694785892471542	0.809017595236223	17.857302595184	0.000299703752722365	0.00172724004858415
229543	3417.00756693049	3069.01256186285	0.157692892210642	6.50182871356231	17.8528841059767	0.000300101048194745	0.00172884039482138
109077	811.941354635305	729.274224249409	0.212608975326632	4.42985287708136	17.8372646618715	0.000301510094161527	0.00173626569761383
381148	207.077985316493	258.440340124673	-0.322213058836942	2.72250096661111	17.8280996832319	0.000302340225363473	0.0017402544268405
15564	40.4426441061872	10.6615377439132	1.8300813313521	-0.266033756347679	20.4882470495032	0.000302443553357088	0.0017402544268405
22368	645.15996611518	760.145046656894	-0.217281360628372	4.33114202958127	17.8195516853932	0.00030311671384555	0.00174343373733529
50759	225.75411179634	290.223457344412	-0.374908698833794	2.86261465477932	17.8158989167568	0.00030344918771825	0.00174465177377867
108689	370.881384158498	442.448686177209	-0.267394692992754	3.46813242997512	17.7936208541388	0.0003054855375776	0.00175538076038259
19134	4307.55438432656	3555.02451716862	0.116375821781409	6.75288579623296	17.7928290738981	0.000305558184109769	0.00175538076038259
68153	583.248028822266	458.821838636319	0.258641239080523	3.84574139267751	17.7864689936125	0.000306142409296899	0.00175722294688339
18004	1848.1910844153	1818.0901850539	-0.146948326421425	5.62633336408272	17.7857250152539	0.000306210829115984	0.00175722294688339
442840	79.6433036734323	38.8954933029031	0.708303068134083	0.830851783273085	17.7846848598972	0.000306306514679626	0.00175722294688339
73068	728.944156356992	606.58568497509	0.203386303708897	4.23712375538217	17.7835618065291	0.000306409862683904	0.00175722294688339
72745	885.4695701142	921.281581982036	-0.196842517931518	4.65002393160324	17.7827268884103	0.000306486719876369	0.00175722294688339
14391	857.739054674765	701.902808585114	0.204747686523394	4.44038855141107	17.7752660809338	0.000307174445580252	0.00176046765916612
77604	486.501654177189	373.080425062297	0.311126814566542	3.54004912303142	17.7635751714065	0.00030825547416829	0.0017659629899439
69538	592.31042767144	714.941940546137	-0.320421809936245	4.20795931175705	18.3560301312295	0.000308878443732517	0.00176883083427488
213541	1330.04643650776	1156.3873010642	0.177765533582359	5.10698388294315	17.7553368449428	0.00030901973671047	0.00176893911857946
52055	3707.25055707661	4114.24729719441	-0.155725576459133	6.77279417564375	17.7536123970759	0.000309179973022763	0.00176900927362156
320247	939.734014138894	658.312805253074	0.493014524907997	4.40871173830188	22.1093887194136	0.000309276770059615	0.00176900927362156
59058	2007.29782785342	1650.08899244173	0.283868384863958	5.61879052628891	19.7872044194557	0.000311761499490831	0.0017825161050793
83925	642.888524699949	635.291293817873	-0.232914697066857	4.12364218662371	17.7216551438779	0.000312165869874508	0.00178412237373118
71137	395.037677944901	473.72970042892	-0.26718002831911	3.59876739101205	17.7181928334511	0.000312491246386825	0.00178527607718386
103511	238.853105460377	186.437060086975	0.344823437287723	2.51801514615456	17.7161730436247	0.000312681229950944	0.00178565566879137
432466	638.905435278171	765.899287252672	-0.296490434038768	4.28197939658873	18.0861070980455	0.000313137326578142	0.00178755407518186
11419	3247.59560241737	2992.07296082835	0.143052160692545	6.45197215066246	17.7087705057629	0.000313378595367171	0.00178822511545088
237926	352.14447821066	451.478107172997	-0.306365656212982	3.46816339188701	17.7002697036159	0.000314181511968888	0.00179209927939949
74646	626.148125112773	529.80279233836	0.297435240403789	4.04158794512347	17.7661370864958	0.000314905094216924	0.0017955180401623
54616	8075.58314976803	7514.96573556635	0.138344597949442	7.79623796533233	17.6752125174709	0.000316561258785297	0.00180424938268245
320159	84.6686460754957	64.4527163769888	0.583928977477634	1.06790506622552	17.6628707693936	0.000317740588768004	0.00181025718173147
68545	65.6825258536883	102.934865423003	-0.61433659907145	1.22414688972616	17.6527689944667	0.000318709432886486	0.00181506152204148
19716	946.924556694596	1105.95171390348	-0.239754279808427	4.86614228542607	17.7118143974254	0.000320243621370457	0.00182255785229728
16477	1459.82396701517	935.432097383466	0.851858814723519	5.13953323771028	25.9701982634087	0.000320277912331195	0.00182255785229728
76829	723.734565826932	839.767356720759	-0.202018053141066	4.48564731041633	17.6048313853715	0.000323351068450481	0.00183932166209495
12490	3711.76764093066	4426.1557612482	-0.304621150825289	6.81554618266848	21.5160963036292	0.000324773002536294	0.00184668331182518
193740	295.314990269094	212.586965255842	0.394276463750707	2.87621167893205	17.5857035822383	0.000325223631314643	0.00184851842981591
224090	3173.98944057839	3531.20895046289	-0.174744221114264	6.57847929034974	17.5869734915764	0.000325489128112009	0.00184887166166058
14872	44.0075944697272	71.5350856695473	-0.639121892149104	0.749768092783103	17.5824674417101	0.000325541606401423	0.00184887166166058
110052	1857.38721752454	1905.49419694626	-0.180627104557156	5.70533234606424	17.5687063177172	0.000326897522130405	0.00185584319908597
216080	1492.81359992297	1611.82633513251	-0.159958112208859	5.4624943033587	17.5613569614366	0.000327624187302367	0.00185923832087492
14619	247.644848131193	367.042994038787	-0.608253508906134	3.15861508363309	20.7430297111951	0.000328162413392786	0.00186156182228388
52076	313.204230657368	262.833578398447	0.319399539284794	3.05099998981574	17.549572078365	0.000328793084663027	0.00186440770722613
