	KORS2	WTRS2	logFC	logCPM	F	PValue	FDR
17750	3027.18922904558	2483.66216594941	0.252212953504428	5.82802348650365	10.125575729892	0.00337281981883663	0.310004941503563
230735	3272.52040380736	2887.37517689231	0.149511537482185	6.33096807494697	9.7232704725286	0.00340486760472432	0.310004941503563
217154	4856.26621047377	4425.62629434696	0.134641845025572	7.05115127470239	9.68925593108583	0.00344732350309495	0.310004941503563
668940	350.646777415157	425.099113275293	-0.245135192034193	3.55693408606104	9.67422009284067	0.00346996977825388	0.310004941503563
18952	4147.35991983098	4653.08837533641	-0.168900747716159	7.05725072465715	9.78625207971899	0.00347943812336016	0.310004941503563
71602	950.185971737226	850.910144461754	0.15753380271141	4.4716353419401	9.66749483049255	0.00348015021006469	0.310004941503563
74521	1661.98322725195	1832.11991785985	-0.108907186477591	5.64474490554471	9.66520155813541	0.00348362893162196	0.310004941503563
77057	135.090266500696	100.696245784941	0.347727074298233	1.76838322880305	9.65524013771666	0.00349878263069192	0.310004941503563
53424	10729.5253079902	9935.60868283055	0.105970848387725	8.06803188269098	9.58669452962684	0.00360497667362132	0.317478279056917
11856	220.378706810658	192.830369235991	0.264618007627333	2.6027522764498	9.56408949416208	0.0036407448660571	0.317933603143612
13024	251.780291120299	203.69030092916	0.324749667075568	2.30690416884749	9.55583106359903	0.00365390625042896	0.317933603143612
108679	2842.49108278531	3032.88050239202	-0.0965605191600977	6.3491131971007	9.51823502145156	0.00371446558684529	0.320507143767517
71562	69.7196262654496	83.5817793502185	-0.368939203442531	1.21971533060641	9.49421385971763	0.00375371699117442	0.320507143767517
22143	286.996181588222	159.877445516333	0.765327971956985	2.73211962619257	10.0238867465693	0.00375378778732484	0.320507143767517
68070	5845.16229739977	5003.07034023722	0.193933676464448	6.99832930470518	9.72778659980917	0.00377171024597381	0.320507143767517
226412	18823.5930215745	17401.9144269236	0.109106487896894	9.05787284101291	9.46282219715294	0.00380567840489479	0.321513447101896
52430	551.69956045732	616.747271291712	-0.214819181922732	4.04528244572713	9.44940683108486	0.00382811724608335	0.321539720825649
263764	4816.17312816044	5179.13457783888	-0.111896449397176	7.24615311137132	9.41143169588568	0.00389240188201271	0.325060297399579
14299	11160.8553362146	11753.5204590145	-0.113087094225985	8.34777041446185	9.36990441060686	0.00396401660716116	0.328055993195572
