	logFC	logCPM	LR	PValue	FDR
56715	-0.0529379308797469	5.23005059549067	0.73646981013342	0.390794075825769	0.981062390639285
17346	-0.0590609053934499	4.97771592695075	0.736443182576924	0.390802641239309	0.981062390639285
12340	-0.0873410065817915	3.02643048587028	0.736352653116638	0.390831764295312	0.981062390639285
26358	-0.166877845612359	0.868154471507198	0.736002016050824	0.390944592530773	0.981062390639285
17242	0.0862794470824563	2.79850573992051	0.735944983700318	0.390962948851335	0.981062390639285
66249	-0.0636583080238951	4.30334651437345	0.735912446838363	0.390973421655101	0.981062390639285
654818	0.124798458640691	1.78465459230555	0.735830160530311	0.390999909357384	0.981062390639285
56805	-0.0667741764058753	4.92520762005182	0.735578518545225	0.391080928071234	0.981062390639285
209707	0.101356035666692	4.03738422471179	0.735544595448768	0.39109185179926	0.981062390639285
18986	-0.0678748491520429	4.22681017996151	0.735384271397214	0.391143484380384	0.981062390639285
66090	0.0384535963414362	7.13464720288391	0.735312296314805	0.391166667231401	0.981062390639285
67939	-0.175562035338465	0.836301442818238	0.734985254413191	0.391272030763821	0.981062390639285
71699	-0.097023116429493	2.23408341684627	0.73490199252096	0.391298861855887	0.981062390639285
16331	0.0638662970933281	4.35522330487517	0.734319628493084	0.391486602045849	0.981062390639285
69113	0.079287434951674	3.09702517179333	0.734245690816402	0.391510447015611	0.981062390639285
60321	-0.0385297872561391	6.54427447981651	0.734008926177363	0.391586817843683	0.981062390639285
20922	-0.0729126483492619	4.21719789671025	0.733896593212666	0.391623059448184	0.981062390639285
111173	-0.0442623929458154	6.36754443999367	0.73384349205263	0.391640192969917	0.981062390639285
270086	-0.0359850819242642	7.27022116932273	0.733415526694559	0.3917783187265	0.981062390639285
26400	-0.0386836299168774	6.62848137059096	0.733120887588429	0.391873454063741	0.981062390639285
53867	0.0862381756988413	2.89021633170386	0.73274762224813	0.391994024428791	0.981062390639285
19157	0.0439835493910062	6.4710435722833	0.732689844067322	0.392012692413252	0.981062390639285
105193	0.0847316997230624	3.46304480230567	0.732202571871088	0.392170179578714	0.981062390639285
56461	-0.0556372727915108	7.22178909322619	0.732193206829207	0.3921732072645	0.981062390639285
214931	0.0337700221901973	9.95551415891451	0.732069184366615	0.392213306462964	0.981062390639285
67867	0.0632497167107234	4.37837362055634	0.731834705726019	0.392289134659276	0.981062390639285
13640	0.0494828976513617	4.81128854451118	0.731821660202279	0.392293354077257	0.981062390639285
231148	0.0470152043719568	7.5347064637278	0.731508389264656	0.392394697364635	0.981062390639285
227624	0.0351858893751374	7.45345702542757	0.731265196919768	0.392473396106137	0.981062390639285
192157	-0.0477577686474772	7.49732771674757	0.731200005694538	0.392494496292673	0.981062390639285
20917	0.0922726481335108	2.79731011670207	0.731050591213359	0.3925428628316	0.981062390639285
20439	-0.067651789391557	3.8657295636841	0.730877483798516	0.39259890964282	0.981062390639285
74998	-0.0395496641838941	6.40066883059487	0.730738014648739	0.392644073784563	0.981062390639285
66923	-0.052948117200342	5.52251822687689	0.730508449973954	0.392718429707751	0.981062390639285
58520	0.0522430734095436	4.8085740992813	0.730313300003872	0.39278165461994	0.981062390639285
110651	0.0651001607253609	4.31283676001238	0.730035777589583	0.392871591828722	0.981062390639285
224805	0.0472664099213218	5.27453099121578	0.729905996054962	0.392913660523507	0.981062390639285
18583	-0.0503586078861813	4.67232708448222	0.728875959152505	0.393247776669503	0.981062390639285
230157	-0.0472315187905946	6.44178916927177	0.728640202205701	0.393324307260734	0.981062390639285
15235	0.151787273433032	1.06456874534346	0.728216905610294	0.393461770039066	0.981062390639285
69168	0.0959042150581919	2.35304685092563	0.728200578546856	0.393467073528192	0.981062390639285
194388	-0.0519995698728002	6.51693981646403	0.728030942757716	0.393522182080974	0.981062390639285
102098	0.0381390825532291	5.92181553911643	0.727433088971022	0.393716491711117	0.981062390639285
72900	0.0436669808327379	6.7563256522839	0.727412719329768	0.393723114517884	0.981062390639285
58243	-0.0431472748780996	8.23720628454235	0.727409788404803	0.393724067466341	0.981062390639285
14979	-0.0649122642214462	3.90882069757308	0.727156018262318	0.393806589785951	0.981062390639285
66388	-0.101563090434446	2.41590579507089	0.72661785808258	0.393981673887681	0.981062390639285
242748	-0.0481199659986685	5.63413891922357	0.726196485543214	0.39411884066274	0.981062390639285
227377	0.0934554397839346	2.95628657724245	0.725941113027654	0.394202003921593	0.981062390639285
18245	0.0720220294540214	4.75275845918325	0.725380284439195	0.39438472901948	0.981062390639285
14734	0.127642437908824	1.82455794479957	0.725358261336796	0.394391906913642	0.981062390639285
171210	-0.121423371867209	1.72064447010374	0.725024338441306	0.394500763994909	0.981062390639285
226421	0.173936718453169	0.499834464649183	0.724986724482939	0.394513028654382	0.981062390639285
20166	0.0465528076209421	5.904990012154	0.724911216804717	0.394537650850993	0.981062390639285
66482	-0.0400444645056727	5.64766968727197	0.724587677319168	0.394643178453568	0.981062390639285
12554	-0.0757396510803004	5.99038770428598	0.724343566350871	0.3947228260657	0.981062390639285
100504561	0.169810365315063	0.551801971888592	0.724144821229775	0.394787688972	0.981062390639285
239650	-0.0723865924301373	4.43396625842615	0.724047735885627	0.394819379543693	0.981062390639285
68816	0.0581503326440039	4.03142248233459	0.723764157593962	0.394911966072046	0.981062390639285
67059	-0.0494464688539515	6.81243495500439	0.72373847825801	0.394920351757523	0.981062390639285
