	KOCTRL	WTCTRL	logFC	logCPM	F	PValue	FDR
320299	1005.68338339364	967.104193557558	0.047793600546372	4.68130862091804	1.28293770560019	0.263781464726409	0.848198376618599
233871	8061.275185834	7704.19217083891	0.0384403205684221	7.78562597253918	1.28160591071077	0.264040049264964	0.848842025634778
11928	51352.6425604594	50058.2475658559	0.0309799017892293	10.4335771592053	1.28078166707323	0.26417714273145	0.849094904010328
216963	14144.5557295799	13849.7944811369	0.0328013442492573	8.67132042402045	1.27971303528549	0.26437353959702	0.849125991567833
240057	11778.9008339234	11065.1808752391	0.0502798719111434	8.38436099688256	1.28398875752296	0.264382766412154	0.849125991567833
74120	553.449224905036	566.675580117463	-0.0408890632457144	4.02145619340017	1.27936207726154	0.264438080520683	0.849125991567833
11554	941.963887496692	913.043368449764	0.0510949532775502	4.69304821782693	1.2792913333582	0.264451092707578	0.849125991567833
27374	1949.48361427002	1897.86541794033	0.0277792588925214	5.75728550538171	1.27913561218205	0.264479737956419	0.849125991567833
75689	70.4610101687747	63.4589698158571	0.097440263433699	1.10099273610993	1.27882206404655	0.264537427832054	0.849125991567833
545622	3199.00997179613	3265.07327082299	-0.0354363283013246	6.6276785939512	1.27767901431249	0.264747874157901	0.84948199032822
19649	3066.2754841949	3145.38371931512	-0.0755910787044829	6.66110260253058	1.28570283996605	0.264765255949109	0.84948199032822
15463	1756.79062822725	1825.94093729291	-0.0334008062246739	5.75741661794568	1.27712007432548	0.264850858120788	0.849531875605438
67937	9268.09691204269	9239.87657639548	0.0255794884733004	8.01591302756892	1.27644775350311	0.264974800117211	0.849531875605438
107650	1851.32739310446	1789.53133625538	0.0321139597779283	5.67997000661189	1.27629929505459	0.265002178335839	0.849531875605438
72662	574.644972191083	553.702945060482	0.0456452733054968	3.94222688276599	1.27536063519514	0.26517536653907	0.849531875605438
68521	2061.48981145413	2091.96969423837	-0.0351018008261171	5.80042019680772	1.27434690542564	0.265362567944535	0.849531875605438
13549	1008.56538657225	968.881393657744	0.0401970938917301	4.8065380407223	1.27424998460881	0.265380474760965	0.849531875605438
19300	545.692446310901	517.514658823376	0.0463105306289574	3.88946232829529	1.27409751188273	0.265408648315099	0.849531875605438
209645	127.854135430198	118.550724037546	0.0850240430571282	1.81167754557645	1.27406050447877	0.265415487032866	0.849531875605438
237831	578.040994899212	586.094220212492	-0.0497656948891651	3.80245593482438	1.27387888518272	0.265449052312309	0.849531875605438
19763	541.038421433406	518.772593538044	0.0504569994409752	3.90068340053871	1.27381333963899	0.265461167194081	0.849531875605438
226422	111.410702517107	104.433642476263	0.0868031803633935	1.57443845550935	1.2736322315916	0.265494645339634	0.849531875605438
240518	547.124945733576	522.463236971618	0.0594205930235011	3.88221350543798	1.27350957554879	0.265517321590902	0.849531875605438
14885	520.280976329712	509.427990059478	0.0491853047171859	3.90040066575278	1.27336570949416	0.265543922233134	0.849531875605438
12161	199.902691312685	176.102335891691	0.124117271828135	2.52759419612139	1.27692002630564	0.265599291919035	0.849531875605438
625068	137.239124825091	146.436876098846	-0.0850976936370504	1.87667655346354	1.27237910985733	0.265726434949012	0.849550156630567
75668	1181.82879205286	1238.28063406053	-0.0758144888452767	5.11858713058391	1.27786536574742	0.265801611580208	0.849550156630567
54712	2537.36466023832	2590.27960442887	-0.0372236725700486	6.22622717826077	1.27152718113131	0.265884163630153	0.849550156630567
72042	1634.0069051014	1603.08924912407	0.0426385828424567	5.60851061791617	1.27114375386916	0.265955191558259	0.849550156630567
100042178	426.757876637842	394.636382803689	0.0571577331306087	3.59357002783778	1.27109908146912	0.265963468467495	0.849550156630567
23821	4160.90881756711	4165.94129992096	-0.0244265709598182	6.89039330570135	1.27097684359865	0.265986118401893	0.849550156630567
16467	9323.79855645121	9107.53937047139	0.0245490216766961	8.05641671601804	1.27082498644958	0.266014260041916	0.849550156630567
14964	898.50161915935	865.139115066385	0.064931044125793	4.53677495797801	1.27248988839043	0.266093832766144	0.849617553048743
73545	210.303909692556	214.080918784753	-0.0827332867492212	2.71453616497157	1.26980568517794	0.266203251939057	0.849780196381027
19255	1184.28513636453	1223.96234153493	-0.0519292554810296	5.19531487915334	1.26989187754781	0.266289363717961	0.849819078420767
117600	779.351717839542	727.576159419841	0.0541112728571029	4.38880981306249	1.26910968295121	0.266332398536107	0.849819078420767
107652	2042.65156226807	2098.77653137003	-0.0286061980761444	5.88889005302309	1.26742412839535	0.26664549340527	0.850200099755668
217843	3667.10332793645	3723.35965828825	-0.0434486607027569	6.85817664663494	1.26800404040592	0.266683972482576	0.850200099755668
70544	1012.38208812441	1038.02246221282	-0.0390155350918953	4.83381192225398	1.26710318636076	0.266705162304591	0.850200099755668
330189	359.156038440398	345.015758761798	0.0593500286770987	3.28205732121712	1.26700794723071	0.266722872257636	0.850200099755668
16576	166.858509234789	158.243599444562	0.081409308301	2.02125617569798	1.26689241801261	0.266744357221533	0.850200099755668
72203	580.420385081662	594.128731525456	-0.0488696766208881	3.97603508991352	1.26638041401125	0.266839601227097	0.850266912403451
71532	1404.66120539389	1415.98216749158	-0.0539870800415426	5.25188288100151	1.26745334262101	0.26692860147246	0.850266912403451
100503185	45.2890968613554	48.8427346208602	-0.142968106895953	0.330729282454664	1.26576636163895	0.266953885840733	0.850266912403451
338370	4391.66558802941	4487.66419787707	-0.0240336977964693	6.94779908059798	1.26552204029836	0.266999375218288	0.850266912403451
217216	41.0092463816395	37.7927541152471	0.125253321095654	0.228237357331489	1.26515114633201	0.267068449683375	0.850291310387029
22192	4344.43764654295	4500.94396111077	-0.03376107957742	6.92777160290575	1.2648525941239	0.267124067986841	0.850291310387029
73172	346.200089165641	332.56761112289	0.0586967892494697	3.23473558453379	1.2644689830918	0.267195553939281	0.850332587448903
18552	706.229206077192	677.968253100894	0.0741260023253953	4.1633937187462	1.26651780766085	0.267348192115419	0.850630417550894
70942	56.1654739334259	64.8729268753083	-0.215585493310942	0.82432437682124	1.26838143886422	0.267417109742519	0.850630417550894
66595	175.901266924621	184.620250799076	-0.0786799100022896	2.39727209674682	1.26302555357965	0.267464756574911	0.850630417550894
386454	191.586555709522	195.6376000729	-0.0762682343304201	2.62795441501868	1.26241532255521	0.267578670312581	0.850782005671519
225049	454.113184428472	466.663923966615	-0.0442490445453361	3.70834205156611	1.26197364033124	0.267661159251825	0.850782005671519
12212	1179.20844929946	1262.11391421078	-0.0552764025366308	5.12827603466503	1.26328340210384	0.26768806895122	0.850782005671519
241656	3613.0407863378	3694.58165979521	-0.0406291599244925	6.44145613052221	1.26029007747463	0.267975881486705	0.851384639398779
13637	198.240362318967	187.11426886041	0.0630412169536321	2.41049071375795	1.26013564243292	0.268004775012017	0.851384639398779
11717	999.356967192502	944.206245916436	0.0486330745220831	4.86295399259216	1.25987550832839	0.268053452979796	0.851384639398779
242570	544.053705655573	550.612135829862	-0.0549614077491573	4.04349922694513	1.2591779349884	0.268184043281675	0.851526417244668
54366	781.560374852148	813.493780744584	-0.0549401923655494	4.47673412830531	1.25900862714075	0.268215751104775	0.851526417244668
16542	671.97344892931	606.576836142018	0.104001649037903	3.97652791658147	1.26571818930881	0.268273892928641	0.851526417244668
269854	1834.49252020232	1812.66230786505	0.0394786504820658	5.74071591449869	1.25747353699808	0.268503460627546	0.851822453812944
66433	349.76975909928	365.595437808556	-0.0574059225539268	3.30586233850233	1.25706046208807	0.268580947397332	0.851822453812944
66090	4853.27515542291	5009.13403973064	-0.0357350653570576	7.13423570190595	1.25686981647182	0.268616719367548	0.851822453812944
100041231	108.971035596662	120.771504538646	-0.0951720025867936	1.55429195806308	1.2567370740993	0.268641630212023	0.851822453812944
74729	224.638320187608	229.362373416126	-0.0592414425369437	2.72465386832154	1.25644325838737	0.268696779102984	0.851822453812944
70082	1419.1617645973	1458.45780823964	-0.0388748283328257	5.38964981935997	1.25587291733626	0.268803872908392	0.851822453812944
19276	18109.1267515185	17587.2691090052	0.0292381779612271	8.94030139436701	1.25586069094596	0.268806169274899	0.851822453812944
93874	184.06702802025	177.827808830626	0.0813967839252529	2.34457993649942	1.25527515352729	0.26891617462598	0.851822453812944
217718	2692.31964869045	2690.48975432094	-0.0269380171822485	6.21657455880406	1.25434743378981	0.269090584147685	0.851822453812944
74091	118.97318050049	110.518179203625	0.0786555757238325	1.82326800071825	1.25422096683732	0.269114370916263	0.851822453812944
626802	84.4323056225997	76.7986868392764	0.0998174230755476	1.24561443950841	1.25409719606656	0.269137653177669	0.851822453812944
235344	810.213148629801	829.82626873441	-0.0772154885177649	4.69506542315397	1.25884892636426	0.269145748236147	0.851822453812944
